HANDLE,CITYBLOCK,PARCELID,ADDRTYPE,OWNERNAME,LEGALDESC1,LEGALDESC2,LEGALDESC3,LEGALDESC4,ASRLANDUSE,VACANTLOT,CONDOMINIU,NBROFUNITS,NBROFAPTS,FRONTAGE,LANDAREA,ASDLAND,ASDTOTAL,APRLAND,COSTAPRIMP,ZONING,NBROFBLDGS,NBROFBLD_1,FIRSTYEARB,LASTYEARBU,RESSALEPRI,RESSALEDAT,VACBLDGYEA,WARD10,POLICEDIST,CENSTRACT1,CENSBLOCK1,PRECINCT90,ZIP,PARCEL9,OWNERUPDAT,ADDRESS,Y,X,NEIGHBORHO,WARD,DESCRIPTIO,USAGE,LOT_SQFT
13797000510.00,3797.00,37970005100.00,3,LRA,C B 3797 ARLINGTON AV,33FT X 119FT / 117FT,LUCAS & HUNT ADDN,LOTS N-24 WN-25,1010.00,1.00,0.00,0.00,0.00,33.00,0.00,400.00,400.00,2100.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,26.00,7.00,1066.00,3002.00,5.00,63112.00,379700510,4/12/85 0:00,1474 ARLINGTON AV,38.6664690,-90.2708550,Hamilton Heights,26.00,,vacant lot,3882.00
14467030590.00,4467.03,44670305900.00,3,LRA,C. B. 4467 E WHITTIER,32 FT 5 IN X 119 FT 9 IN,N CHOUTEAU PL ADDN,BLOCK 2 LOT S 64,1010.00,1.00,0.00,0.00,0.00,31.41,0.00,230.00,230.00,1200.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,14900.00,4/3/06 0:00,2010.00,4.00,8.00,1103.00,4003.00,5.00,63115.00,446703590,3/25/13 0:00,3019 WHITTIER ST,38.6626370,-90.2325260,The Greater Ville,4.00,,vacant lot,3881.00
15037000240.00,5037.00,50370002400.00,3,LRA,C. B. 5037 MARGARETTA,36 FT 0 1/8 IN X 107 FT 9 IN,MARY E BURSON ADDN,LOT W-7 E-8,1110.00,0.00,0.00,1.00,0.00,36.00,0.00,680.00,1180.00,3600.00,2600.00,Two Family Dwelling District,1.00,0.00,1891.00,1891.00,0.00,,0.00,21.00,6.00,1102.00,4009.00,6.00,63115.00,503700240,3/25/13 0:00,4237 W MARGARETTA AV,38.6714270,-90.2329120,Fallon,21.00,1 Story Frame Residence,residential,3879.00
14480000210.00,4480.00,44800002100.00,3,LRA,C.B.4480 2 GREER,25 FT X 155 FT,GREERS ADDN,LOT W 29,1110.00,0.00,0.00,1.00,0.00,25.00,0.00,630.00,1840.00,3300.00,6400.00,Two Family Dwelling District,1.00,0.00,1908.00,1908.00,0.00,,2013.00,4.00,8.00,1067.00,2000.00,3.00,63115.00,448000210,3/25/13 0:00,4778 GREER AV,38.6702560,-90.2495960,Kingsway East,4.00,2 Story Brick Residence,residential,3875.00
12435000480.00,2435.00,24350004800.00,3,LRA,C. B. 2435 21ST ST,,36 FT X 120 FT 3 IN,PENROSE ADDN,1140.00,0.00,0.00,4.00,0.00,36.00,0.00,340.00,1940.00,1800.00,8400.00,Two Family Dwelling District,1.00,0.00,1913.00,1913.00,0.00,,2013.00,3.00,5.00,1097.00,2010.00,5.00,63107.00,243500480,3/25/13 0:00,4201 N 21ST ST,38.6653060,-90.2070940,Hyde Park,3.00,2 Story Brick Four Family Flat,residential,3874.00
14570000200.00,4570.00,45700002000.00,3,LRA,C. B. 4570 W BELLE,30 FT X 135 FT,DELMAR BLVD ADDN,LOT E5 W6,1010.00,1.00,0.00,1.00,0.00,30.00,0.00,650.00,650.00,3400.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2007.00,18.00,8.00,1111.00,2008.00,6.00,63108.00,457000200,9/26/02 0:00,4420 WEST BELLE PL,38.6510740,-90.2499410,Lewis Place,18.00,,vacant lot,3870.00
12392000180.00,2392.00,23920001800.00,3,LRA,C B 2392 HEBERT,25 FT X 154 FT 8 1/2 IN,LINDELLS AMENDED ADDN,BLOCK 11,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,3.00,5.00,1104.00,2003.00,1.00,63107.00,239200180,3/25/13 0:00,3709 HEBERT ST,38.6604430,-90.2200460,JeffVanderLou,3.00,,vacant lot,3870.00
14999000450.00,4999.00,49990004500.00,3,LRA,C. B. 4999 THEODOSIA,33 FT 4 IN X 114 FT 4 1/2 IN,MT AUBURN ADDN,LOT W7,1010.00,1.00,0.00,0.00,0.00,33.33,0.00,250.00,250.00,1300.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2006.00,22.00,7.00,1062.00,3007.00,9.00,63112.00,499900450,3/25/13 0:00,5955 THEODOSIA AV,38.6756100,-90.2835540,Wells / Goodfellow,22.00,,vacant lot,3868.00
12389000040.00,2389.00,23890000400.00,3,LRA,C.B. 2389 HEBERT ST,25 FT X 154 FT 6 IN,LINDELL FAIR GRD ADD,BLOCK 10,1010.00,1.00,0.00,3.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2002.00,3.00,5.00,1104.00,2004.00,1.00,63107.00,238900040,3/25/13 0:00,3730 HEBERT ST,38.6602260,-90.2210940,JeffVanderLou,3.00,,vacant lot,3866.00
13619000660.00,3619.00,36190006600.00,3,LRA,C.B.3619 ?2 VINE GROVE,35FT X 125 FT,CLAGGETTS ADDN,BLOCK 2 LOT S 1 TO 5,1010.00,1.00,0.00,0.00,0.00,35.00,0.00,250.00,250.00,1300.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,4.00,8.00,1103.00,2013.00,6.00,63115.00,361900660,3/25/13 0:00,3001 VINE GROVE AV,38.6648350,-90.2389090,The Greater Ville,4.00,,vacant lot,3866.00
12414000081.00,2414.00,24140000810.00,A,LRA,C B 2414 PENROSE,29.75 FT X 130 FT,LAWLESS ADDN BLK 1,LOT 10,1010.00,1.00,0.00,0.00,0.00,29.75,0.00,290.00,290.00,1500.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,3.00,5.00,1097.00,4098.00,1.00,63107.00,241400081,3/25/13 0:00,1414 PENROSE ST,38.6664440,-90.2023840,Hyde Park,3.00,,vacant lot,3865.00
14427000160.00,4427.00,44270001600.00,3,LRA,C. B. 4427 LEE,27 FT X 125 FT,GREEN LEA PL ADDN,BLOCK 2 LOT 9 W 10,1010.00,1.00,0.00,0.00,0.00,27.00,0.00,270.00,270.00,1400.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,21.00,6.00,1102.00,3009.00,4.00,63115.00,442700160,3/25/13 0:00,4214 LEE AV,38.6719760,-90.2278490,Fallon,21.00,,vacant lot,3864.00
13566000220.00,3566.00,35660002200.00,3,LRA,C. B. 3566 PENROSE,25 FT X 140 FT,GREEN LEA PLACE ADDN,BLOCK 8 LOT 14,1110.00,0.00,0.00,1.00,0.00,25.00,0.00,480.00,1160.00,2500.00,3600.00,Two Family Dwelling District,1.00,0.00,1900.00,1900.00,0.00,,2013.00,21.00,6.00,1102.00,2002.00,14.00,63115.00,356600220,3/25/13 0:00,4117 W PENROSE ST,38.6724030,-90.2253650,Fallon,21.00,1 Story Brick Residence,residential,3863.00
12389000090.00,2389.00,23890000900.00,3,LRA,C. B. 2389 HEBERT,25 FT X 154 FT 6 IN,LINDELLS ADDN,LOT W-13,1120.00,0.00,0.00,2.00,0.00,25.00,0.00,360.00,1460.00,1900.00,5800.00,Two Family Dwelling District,1.00,0.00,1905.00,1905.00,0.00,,2013.00,3.00,5.00,1104.00,2004.00,1.00,63107.00,238900090,3/25/13 0:00,3714 HEBERT ST,38.6600240,-90.2206340,JeffVanderLou,3.00,2 Story Brick Residence,residential,3862.00
14511000280.00,4511.00,45110002800.00,3,LRA,C.B. 4511 THEODOSIA,25 FT X 120 FT,MONTROSE ADDN,LOT E-21,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,250.00,250.00,1300.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,7.00,1065.00,2008.00,2.00,63113.00,451100280,3/25/13 0:00,5219 THEODOSIA AV,38.6667890,-90.2647260,Kingsway West,1.00,,vacant lot,3861.00
14514000010.00,4514.00,45140000100.00,3,LRA,C. B. 4514 1 LOTUS,30 FT 10 1/2 IN / 32 FT 4-1/8 IN,X 123 FT 3-1/8 IN,DARST & HAYDELS ADDN,1010.00,1.00,0.00,0.00,0.00,31.00,0.00,230.00,230.00,1200.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,852.00,5/23/88 0:00,0.00,22.00,7.00,1065.00,3006.00,10.00,63112.00,451400010,3/25/13 0:00,5368 LOTUS AV,38.6700040,-90.2677360,Wells / Goodfellow,22.00,,vacant lot,3860.00
15191000230.00,5191.00,51910002300.00,3,LRA,C. B. 5191 PALM ST,35 FT X 110 FT,LINDELL,FAIRGROUNDS ADDN,1010.00,1.00,0.00,0.00,0.00,35.00,0.00,230.00,230.00,1200.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1996.00,4.00,8.00,1104.00,3001.00,2.00,63107.00,519100230,3/25/13 0:00,3915 PALM ST,38.6634470,-90.2235830,The Greater Ville,4.00,,vacant lot,3857.00
14895000220.00,4895.00,48950002200.00,3,LRA,C. B. 4895 GREEN LEA PL,25 FT X 144 FT 7 IN,GREEN LEA PL ADDN,BLOCK 7,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,250.00,250.00,1300.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1991.00,21.00,6.00,1102.00,2001.00,14.00,63115.00,489500220,3/25/13 0:00,4123 W GREEN LEA PL,38.6734280,-90.2249470,Fallon,21.00,,vacant lot,3856.00
13538000200.00,3538.00,35380002000.00,3,LRA,C. B. 3538 ALICE AVE,25 FT X 142 FT 6 IN,GREEN & BERRY ADDN,LOT 12,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,110.00,110.00,600.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,21.00,5.00,1096.00,1041.00,10.00,63107.00,353800200,3/25/13 0:00,2021 E ALICE AV,38.6758560,-90.2166500,Fallon,21.00,,vacant lot,3855.00
14440100340.00,4440.10,44401003400.00,3,LRA,C. B. 4440WB ASHLAND AVE,25 FT 5 IN X 170 FT 4 3/4 IN,J B CLAY=S ADDN,LOT W-8,1010.00,1.00,0.00,0.00,0.00,25.50,0.00,190.00,190.00,1000.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2002.00,4.00,8.00,1103.00,2011.00,1.00,63115.00,444010340,3/25/13 0:00,4245 W ASHLAND AV,38.6668890,-90.2354400,The Greater Ville,4.00,,vacant lot,3853.00
13817070020.00,3817.07,38170700200.00,3,LRA,C. B. 3817 EA BLACKSTONE AVE,32 FT X 119 FT 6 3/4 IN,MT GAMBLE ADDN,LOT N-28 S-29,1010.00,1.00,0.00,0.00,0.00,32.00,0.00,380.00,380.00,2000.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,7.00,1061.00,2015.00,7.00,63112.00,381707020,3/25/13 0:00,1358 BLACKSTONE AV,38.6673240,-90.2800580,Hamilton Heights,22.00,,vacant lot,3851.00
13814040260.00,3814.04,38140402600.00,3,LRA,C. B. 3814 W GOODFELLOW,42 FT / 23FT 5 3/8 IN X 119 FT / 120 FT,7 1/4 IN,ROSE HILL ADDN,1010.00,1.00,0.00,0.00,0.00,42.00,0.00,1200.00,1200.00,6300.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2003.00,22.00,7.00,1055.00,3009.00,5.00,63112.00,381404260,3/25/13 0:00,1228 GOODFELLOW BLVD,38.6646880,-90.2844250,West End,22.00,,vacant lot,3850.00
14499060050.00,4499.06,44990600500.00,3,LRA,C.B. 4499S TERRY,27 FT X 142 FT 6 IN,BRANAHLS ADDN,LOT E-15,1010.00,1.00,0.00,0.00,0.00,27.00,0.00,270.00,270.00,1400.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1992.00,1.00,7.00,1064.00,3014.00,9.00,63115.00,449906050,3/25/13 0:00,5206 TERRY AV,38.6721920,-90.2602320,Kingsway West,1.00,,vacant lot,3847.00
13624000420.00,3624.00,36240004200.00,3,LRA,C. B. 3624 SARAH ST,33FT 4 IN X 115 FT 6 IN,ORCHARD PL ADDN,LOT 31 N 32,1110.00,0.00,0.00,1.00,0.00,33.33,0.00,480.00,1810.00,2500.00,7000.00,Two Family Dwelling District,1.00,0.00,1924.00,1924.00,0.00,,2013.00,4.00,8.00,1103.00,3002.00,5.00,63115.00,362400420,10/26/11 0:00,3111 N SARAH ST,38.6625270,-90.2302070,The Greater Ville,4.00,1 Story Brick Residence,residential,3846.00
14511000010.00,4511.00,45110000100.00,3,LRA,C.B. 4511 COTE BRILLIANTE,25 FT X 150 FT,MONTROSE PL ADD,LOT W-3,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,250.00,250.00,1300.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,3200.00,12/16/81 0:00,2008.00,1.00,7.00,1065.00,2008.00,2.00,63113.00,451100010,11/1/07 0:00,5258 COTE BRILLIANTE AV,38.6676910,-90.2655880,Kingsway West,1.00,,vacant lot,3843.00
15551000160.00,5551.00,55510001600.00,3,LRA,C. B. 5551 HIGHLAND,30 FT X 127 FT 6 IN,HAMILTON TERRACE ADDN,BLOCK 1 LOT 50,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,35129.00,5/21/99 0:00,2000.00,22.00,7.00,1062.00,2007.00,1.00,63112.00,555100160,3/25/13 0:00,5850 HIGHLAND AV,38.6764650,-90.2785090,Wells / Goodfellow,22.00,,vacant lot,3838.00
13808040150.00,3808.04,38080401500.00,3,LRA,C. B. 3808 W MONTCLAIR AVE,29 FT 8 IN X 114 FT 7 IN,MONTCLAIR ADDN,LOT S19 N20,1010.00,1.00,0.00,0.00,0.00,29.66,0.00,360.00,360.00,1900.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2002.00,22.00,7.00,1061.00,1015.00,4.00,63112.00,380804150,3/25/13 0:00,1339 MONTCLAIR AV,38.6656430,-90.2783070,Hamilton Heights,22.00,,vacant lot,3837.00
12392000210.00,2392.00,23920002100.00,3,LRA,C.B. 2392 HEBERT,25 FT X 154 FT 8 IN,LINDELLS ADDN,BLOCK 11,1110.00,0.00,0.00,1.00,0.00,25.00,0.00,360.00,990.00,1900.00,3300.00,Two Family Dwelling District,1.00,0.00,1926.00,1926.00,0.00,,2013.00,3.00,5.00,1104.00,2003.00,1.00,63107.00,239200210,2/25/03 0:00,3717 HEBERT ST,38.6605780,-90.2203540,JeffVanderLou,3.00,1 Story Brick Residence,residential,3835.00
13620000130.00,3620.00,36200001300.00,3,LRA,C.B.3620 VINE GROVE AVE,25 FT X 200 FT,RESIDENCE ADDN,BLK 7,1110.00,0.00,0.00,1.00,0.00,25.00,0.00,360.00,2300.00,1900.00,10200.00,Two Family Dwelling District,1.00,0.00,1940.00,1940.00,45000.00,8/23/06 0:00,2013.00,4.00,8.00,1103.00,2012.00,6.00,63115.00,362000130,9/24/12 0:00,3038 VINE GROVE AV,38.6654700,-90.2376410,The Greater Ville,4.00,1 Story Brick Bungalow1,residential,3835.00
12422000080.00,2422.00,24220000800.00,3,LRA,C. B. 2422 PECK ST,34 FT 1 IN X 112 FT 6 IN,CARDINAL TRACT ADDN,BLK 1 LOT 17,1110.00,0.00,0.00,1.00,0.00,34.08,0.00,490.00,1410.00,2600.00,4800.00,Two Family Dwelling District,1.00,0.00,1888.00,1888.00,51500.00,8/28/03 0:00,2013.00,3.00,5.00,1105.00,1026.00,12.00,63107.00,242200080,3/25/13 0:00,4167 PECK ST,38.6662040,-90.2121750,Fairground Neighborhood,3.00,1 Story Brick Residence,residential,3834.00
14511000190.00,4511.00,45110001900.00,3,LRA,C.B. 4511 COTE BRILLIANTE,30 FT X 150 FT,MONTROSE PL ADDN,LOT E12 W13,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,290.00,290.00,1500.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,8000.00,8/21/78 0:00,2008.00,1.00,7.00,1065.00,2008.00,2.00,63113.00,451100190,3/25/13 0:00,5210 COTE BRILLIANTE AV,38.6670400,-90.2641140,Kingsway West,1.00,,vacant lot,3832.00
13399000020.00,3399.00,33990000200.00,3,LRA,C. B. 3399 E WARNE AVE,31 FT 8 IN / 31 FT 3 5/8 IN,X 126 FT 6 3/4 IN / 129 FT 9 5/8 IN,COLLEGE FARM ADDN,1010.00,1.00,0.00,0.00,0.00,31.00,0.00,150.00,150.00,800.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,884.00,9/2/77 0:00,2004.00,21.00,5.00,1097.00,3002.00,11.00,63107.00,339900020,3/25/13 0:00,2016 E WARNE AV,38.6751820,-90.2158490,College Hill,21.00,,vacant lot,3831.00
14506000380.00,4506.00,45060003800.00,3,LRA,C.B. 4506?1 COTE BRILLIANTE AVE,27 FT X 148 FT 6 IN,PRI SURVEY ADDN,LOT PT 72,1010.00,1.00,0.00,0.00,0.00,27.00,0.00,270.00,270.00,1400.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2011.00,1.00,7.00,1065.00,2001.00,11.00,63113.00,450600380,3/25/13 0:00,5143 COTE BRILLIANTE AV,38.6672480,-90.2631620,Kingsway West,1.00,,vacant lot,3829.00
13830010110.00,3830.01,38300101100.00,3,LRA,C. B. 3830 A SUBURBAN,33 FT X 117 FT / 115 FT,DWYER ADDN,LOT E-30 & W-31,1110.00,0.00,0.00,1.00,0.00,33.00,0.00,950.00,1880.00,5000.00,4900.00,Two Family Dwelling District,1.00,0.00,1899.00,1899.00,0.00,,2013.00,26.00,7.00,1054.00,2011.00,10.00,63112.00,383001110,3/25/13 0:00,6016 SUBURBAN AV,38.6641920,-90.2918350,West End,26.00,2.5 Story Brick Residence,residential,3828.00
13790000600.00,3790.00,37900006000.00,3,LRA,C B 3790 MINERVA AV,31 FT 10 IN X 142 FT,L & H TO COTE BRILLIANTE ADDN,BLOCK 9 LOT E 19,1010.00,1.00,0.00,0.00,0.00,31.83,0.00,460.00,460.00,2400.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,18.00,7.00,1066.00,1008.00,1.00,63113.00,379000600,3/25/13 0:00,5087 MINERVA AV,38.6615590,-90.2652770,Academy,18.00,,vacant lot,3828.00
14517060440.00,4517.06,45170604400.00,3,LRA,C.B. 4517S ARLINGTON,26 FT X 145 FT,BD S 89 FT 8 7/8 IN N NL OF NORTHLAND,GOODFELLOW PL ADDN,1010.00,1.00,0.00,0.00,0.00,26.00,0.00,190.00,190.00,1000.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2004.00,22.00,7.00,1065.00,1001.00,10.00,63112.00,451706440,11/4/03 0:00,2710 ARLINGTON AV,38.6728700,-90.2663190,Wells / Goodfellow,22.00,,vacant lot,3828.00
15260000260.00,5260.00,52600002600.00,3,LRA,C. B.5260 ST LOUIS,30 FT X 127 FT 6 IN,BIRGE PLACE ADDN,LOT 22,1120.00,0.00,0.00,2.00,0.00,30.00,0.00,1140.00,2390.00,6000.00,6600.00,Two Family Dwelling District,1.00,0.00,1909.00,1909.00,63000.00,8/15/00 0:00,2013.00,1.00,8.00,1067.00,4004.00,3.00,63115.00,526000260,3/25/13 0:00,4911 ST LOUIS AV,38.6707370,-90.2529510,Kingsway East,1.00,2.5 Story Brick Two Family Flat,residential,3825.00
15552000300.00,5552.00,55520003000.00,3,LRA,C. B.5552 HIGHLAND,30 FT X 127 FT 6 IN,HAMILTON ADDN,BLOCK 2 LOT 27,1120.00,0.00,0.00,2.00,0.00,30.00,0.00,630.00,1650.00,3300.00,5400.00,Two Family Dwelling District,1.00,0.00,1923.00,1923.00,0.00,,2013.00,22.00,7.00,1062.00,2008.00,1.00,63112.00,555200300,3/25/13 0:00,5821 HIGHLAND AV,38.6764880,-90.2772830,Wells / Goodfellow,22.00,2 Story Brick Two Family Flat,residential,3825.00
15552000470.00,5552.00,55520004700.00,3,LRA,C. B.5552 HIGHLAND AVE,30 FT X 127 FT 6 IN,HAMILTON HTS ADDN,BLOCK 2 LOT 10,1110.00,0.00,0.00,1.00,0.00,30.00,0.00,630.00,1370.00,3300.00,3900.00,Two Family Dwelling District,1.00,0.00,1913.00,1913.00,61900.00,8/22/01 0:00,2013.00,22.00,7.00,1062.00,2008.00,1.00,63112.00,555200470,3/25/13 0:00,5869 HIGHLAND AV,38.6771750,-90.2788540,Wells / Goodfellow,22.00,1.5 Story Brick Residence,residential,3825.00
14516110290.00,4516.11,45161102900.00,3,LRA,C.B. 4516C WABADA AVE,57 FT 6 IN X 65 FT 4 IN,BELMONT PK ADD,BLOCK 3,1010.00,1.00,0.00,0.00,0.00,57.50,0.00,420.00,420.00,2200.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,7.00,1065.00,1002.00,10.00,63112.00,451611290,3/25/13 0:00,5363 WABADA AV,38.6710670,-90.2666400,Wells / Goodfellow,22.00,,vacant lot,3824.00
14992000210.00,4992.00,49920002100.00,3,LRA,C. B. 4992 LOTUS AVE,31 FT 5 IN X 121 FT 8 5/8 IN,MOUNT AUBURN ADDN,LOTS W 28 E29,1120.00,0.00,0.00,2.00,0.00,31.40,0.00,670.00,2740.00,3500.00,10900.00,Two Family Dwelling District,1.00,0.00,1909.00,1909.00,0.00,,2013.00,22.00,7.00,1062.00,3009.00,8.00,63112.00,499200210,3/25/13 0:00,5838 LOTUS AV,38.6748210,-90.2792100,Wells / Goodfellow,22.00,2 Story Brick Two Family Flat,residential,3822.00
13544000060.00,3544.00,35440000600.00,3,LRA,C. B. 3544 ALICE,25 FT X 140 FT 1 7/8 IN,GREEN & BERRYS ADDN,LOT 41,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,110.00,110.00,600.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,21.00,5.00,1096.00,1044.00,10.00,63107.00,354400060,3/25/13 0:00,2132 E ALICE AV,38.6743710,-90.2182030,Fallon,21.00,,vacant lot,3815.00
13648000050.00,3648.00,36480000500.00,3,LRA,C. B. 3648 GREER,32 FT 8 IN X 136 FT 8 IN,LINDELL FAIRGROUNDS ADDN,LOT E 35 W 36,1120.00,0.00,0.00,2.00,0.00,32.66,0.00,480.00,1940.00,2500.00,7700.00,Two Family Dwelling District,1.00,0.00,1911.00,1911.00,0.00,,2013.00,4.00,8.00,1103.00,3011.00,4.00,63107.00,364800050,9/25/12 0:00,4030 GREER AV,38.6613450,-90.2288590,The Greater Ville,4.00,2 Story Brick Two Family Flat,residential,3814.00
13535000230.00,3535.00,35350002300.00,3,LRA,CB 3535 WARNE AV,30FT X 127FT,CAROLINE POPES ADDN,BLOCK 3,1110.00,0.00,0.00,1.00,0.00,30.00,0.00,290.00,1460.00,1500.00,6200.00,Two Family Dwelling District,1.00,0.00,1892.00,1892.00,87000.00,11/22/05 0:00,0.00,21.00,5.00,1096.00,1035.00,10.00,63107.00,353500230,9/24/12 0:00,1929 E WARNE AV,38.6768970,-90.2148440,Fallon,21.00,2 Story Brick Residence,residential,3810.00
12389000060.00,2389.00,23890000600.00,3,LRA,C.B. 2389 HEBERT,25 FT X 154 FT 6 IN,LINDELLS AMD ADDN,BLOCK 10,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,3.00,5.00,1104.00,2004.00,1.00,63107.00,238900060,3/25/13 0:00,3724 HEBERT ST,38.6601590,-90.2209420,JeffVanderLou,3.00,,vacant lot,3809.00
13830020240.00,3830.02,38300202400.00,3,LRA,C. B. 3830 B SUBURBAN,28 FT X 140 FT / 143 FT,DWYERS RESUBDN ADDN,LOT PT-21,1010.00,1.00,0.00,0.00,0.00,28.00,0.00,400.00,400.00,2100.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,26.00,7.00,1054.00,2004.00,10.00,63112.00,383002240,3/25/13 0:00,6039 SUBURBAN AV,38.6648400,-90.2923720,West End,26.00,,vacant lot,3808.00
11166000030.00,1166.00,11660000300.00,3,LRA,C. B. 1166 21ST ST,25 FT X 150 FT,FARRARS ADDN,BLOCK 6 LOT 28,1120.00,0.00,0.00,2.00,0.00,25.00,0.00,250.00,1120.00,1300.00,4600.00,Two Family Dwelling District,1.00,0.00,1882.00,1882.00,0.00,,2011.00,3.00,5.00,1267.00,1046.00,6.00,63107.00,116600030,3/25/13 0:00,3718 N 21ST ST,38.6604560,-90.2038270,Hyde Park,3.00,2 Story Brick Residence,residential,3804.00
14900000020.00,4900.00,49000000200.00,3,LRA,C. B. 4900 GREEN LEA PLACE,26 FT 6 IN X 140 FT,GREEN LEA PLACE ADDN,LOT W47 E48,1110.00,0.00,0.00,1.00,0.00,26.50,0.00,510.00,1180.00,2700.00,3500.00,Two Family Dwelling District,1.00,0.00,1912.00,1912.00,0.00,,2001.00,21.00,5.00,1102.00,2005.00,8.00,63107.00,490000020,3/25/13 0:00,4040 GREEN LEA PL,38.6712940,-90.2216980,Fallon,21.00,1 Story Brick Residence,residential,3803.00
13398000210.00,3398.00,33980002100.00,3,LRA,C B 3398 COLLEGE AV,25 FT X 152 FT 1 1/4 IN,COLLEGE FARM ADDN,BLOCK 15 LOT E-4,1110.00,0.00,0.00,1.00,0.00,25.00,0.00,360.00,1060.00,1900.00,3700.00,Two Family Dwelling District,1.00,0.00,1902.00,1902.00,0.00,,2013.00,21.00,5.00,1097.00,3010.00,7.00,63107.00,339800210,3/25/13 0:00,2151 E COLLEGE AV,38.6742350,-90.2159940,College Hill,21.00,1 Story Brick Residence,residential,3802.00
13577000060.00,3577.00,35770000600.00,3,LRA,C. B. 3577 PENROSE,35 FT X 108 FT 7 IN,MCCUNE & VANDEVENTER ADDN,LOT NE 17,1010.00,1.00,0.00,0.00,0.00,35.00,0.00,250.00,250.00,1300.00,0.00,Two Family Dwelling District,0.00,0.00,0.00,0.00,4000.00,3/21/01 0:00,2013.00,3.00,5.00,1105.00,1015.00,2.00,63107.00,357700060,3/25/13 0:00,3920 PENROSE ST,38.6693950,-90.2197940,Fairground Neighborhood,3.00,,vacant lot,3801.00
15192000020.00,5192.00,51920000200.00,3,LRA,C. B. 5192 NATURAL BRIDGE,38 FT X 100 FT,LINDELL FAIRGROUNDS ADDN,BLK 13 LOTS W-13 E-14,1110.00,0.00,0.00,1.00,0.00,38.00,0.00,420.00,1350.00,2200.00,4900.00,Two Family Dwelling District,1.00,0.00,1913.00,1913.00,18000.00,10/20/05 0:00,2013.00,4.00,8.00,1103.00,1027.00,3.00,63107.00,519200020,3/25/13 0:00,4040 NATURAL BRIDGE AV,38.6650960,-90.2265290,The Greater Ville,4.00,2 Story Brick Residence,residential,3800.00
